product_id,base_product_id,name,structure_type,radius_km,n_thresholds,max_payout,payout_level,payout_level_pct,absolute_risk,asymmetric_risk,weighted_risk,rmse_risk,relative_absolute_risk,relative_weighted_risk,correlation,trigger_rate,mean_payout,coverage_ratio,basis_risk_std,hospital_match_score
D043_R30_max_L75,D043_R30_max,"Steinmann D043 (R=30km, max)",double,30,2,150000000.0,0.75,75%,321315996.70555174,321315996.70555174,642631993.4111035,1786738291.5927181,0.20887937283350996,644208.8028197812,0.4476867249473154,0.009146341463414634,1028963.4146341464,0.003192118822799335,1757609101.2807093,1.5561005500766923e-09
D043_R30_max_L100,D043_R30_max,"Steinmann D043 (R=30km, max)",double,30,2,200000000.0,1.0,100%,320973008.9006737,320973008.9006737,641946017.8013474,1785124459.4309628,0.20882593352242096,644208.8027129027,0.44768672494732065,0.009146341463414634,1371951.219512195,0.004256158430399113,1756031225.0116556,1.5577633799602295e-09
D044_R30_max_L25,D044_R30_max,"Steinmann D044 (R=30km, max)",double,30,2,50000000.0,0.25,25%,322344960.1201859,322344960.1201859,644689920.2403718,1791614140.4082506,0.20903969076677692,644208.8031404171,0.0,0.0,0.0,0.0,1762377642.5034194,1.5511332922283288e-09
D044_R30_max_L50,D044_R30_max,"Steinmann D044 (R=30km, max)",double,30,2,100000000.0,0.5,50%,322344960.1201859,322344960.1201859,644689920.2403718,1791614140.4082506,0.20903969076677692,644208.8031404171,0.0,0.0,0.0,0.0,1762377642.5034194,1.5511332922283288e-09
D044_R30_max_L75,D044_R30_max,"Steinmann D044 (R=30km, max)",double,30,2,150000000.0,0.75,75%,322344960.1201859,322344960.1201859,644689920.2403718,1791614140.4082506,0.20903969076677692,644208.8031404171,0.0,0.0,0.0,0.0,1762377642.5034194,1.5511332922283288e-09
D044_R30_max_L100,D044_R30_max,"Steinmann D044 (R=30km, max)",double,30,2,200000000.0,1.0,100%,322344960.1201859,322344960.1201859,644689920.2403718,1791614140.4082506,0.20903969076677692,644208.8031404171,0.0,0.0,0.0,0.0,1762377642.5034194,1.5511332922283288e-09
D045_R30_max_L25,D045_R30_max,"Steinmann D045 (R=30km, max)",double,30,2,50000000.0,0.25,25%,322344960.1201859,322344960.1201859,644689920.2403718,1791614140.4082506,0.20903969076677692,644208.8031404171,0.0,0.0,0.0,0.0,1762377642.5034194,1.5511332922283288e-09
D045_R30_max_L50,D045_R30_max,"Steinmann D045 (R=30km, max)",double,30,2,100000000.0,0.5,50%,322344960.1201859,322344960.1201859,644689920.2403718,1791614140.4082506,0.20903969076677692,644208.8031404171,0.0,0.0,0.0,0.0,1762377642.5034194,1.5511332922283288e-09
D045_R30_max_L75,D045_R30_max,"Steinmann D045 (R=30km, max)",double,30,2,150000000.0,0.75,75%,322344960.1201859,322344960.1201859,644689920.2403718,1791614140.4082506,0.20903969076677692,644208.8031404171,0.0,0.0,0.0,0.0,1762377642.5034194,1.5511332922283288e-09
D045_R30_max_L100,D045_R30_max,"Steinmann D045 (R=30km, max)",double,30,2,200000000.0,1.0,100%,322344960.1201859,322344960.1201859,644689920.2403718,1791614140.4082506,0.20903969076677692,644208.8031404171,0.0,0.0,0.0,0.0,1762377642.5034194,1.5511332922283288e-09
T046_R30_max_L25,T046_R30_max,"Steinmann T046 (R=30km, max)",triple,30,3,50000000.0,0.25,25%,321430325.9738444,321430325.9738444,642860651.9476888,1789531141.3071823,0.2081490129885793,644208.8013590616,0.5997398879830067,0.07317073170731707,914634.1463414634,0.002837438953599409,1760427292.2368975,1.555547062049499e-09
T046_R30_max_L50,T046_R30_max,"Steinmann T046 (R=30km, max)",triple,30,3,100000000.0,0.5,50%,320515691.82750297,320515691.82750297,641031383.6550059,1787452111.011436,0.2072583352103817,644208.799577706,0.5997398879830067,0.07317073170731707,1829268.2926829269,0.005674877907198818,1758480804.6866975,1.5599860224288175e-09
T046_R30_max_L75,T046_R30_max,"Steinmann T046 (R=30km, max)",triple,30,3,150000000.0,0.75,75%,319601057.6811615,319601057.6811615,639202115.362323,1785377063.3857565,0.20636765743218408,644208.7977963504,0.5997398879830137,0.07317073170731707,2743902.43902439,0.008512316860798227,1756538192.6940932,1.564450389637264e-09
T046_R30_max_L100,T046_R30_max,"Steinmann T046 (R=30km, max)",triple,30,3,200000000.0,1.0,100%,318686423.53482,318686423.53482,637372847.06964,1783306012.332801,0.20547697965398648,644208.7960149947,0.5997398879830067,0.07317073170731707,3658536.5853658537,0.011349755814397636,1754599469.1316023,1.5689403824286205e-09
T047_R30_max_L25,T047_R30_max,"Steinmann T047 (R=30km, max)",triple,30,3,50000000.0,0.25,25%,319905935.729942,319905935.729942,639811871.459884,1785095489.4599106,0.2071027501496187,644208.7992665359,0.6891970013684405,0.07317073170731707,2439024.3902439023,0.00756650387626509,1756196486.3804014,1.5629594308015902e-09
T047_R30_max_L50,T047_R30_max,"Steinmann T047 (R=30km, max)",triple,30,3,100000000.0,0.5,50%,317466911.3396981,317466911.3396981,634933822.6793962,1778601693.5389678,0.20516580953246047,644208.7953926546,0.6891970013684405,0.07317073170731707,4878048.780487805,0.01513300775253018,1750039640.8264918,1.5749672843148777e-09
T047_R30_max_L75,T047_R30_max,"Steinmann T047 (R=30km, max)",triple,30,3,150000000.0,0.75,75%,315027886.9494542,315027886.9494542,630055773.8989084,1772133025.88138,0.2032288689153022,644208.7915187734,0.6891970013684384,0.07317073170731707,7317073.1707317075,0.02269951162879527,1743907363.3262913,1.5871610734152047e-09
T047_R30_max_L100,T047_R30_max,"Steinmann T047 (R=30km, max)",triple,30,3,200000000.0,1.0,100%,312588862.5592103,312588862.5592103,625177725.1184206,1765689762.6620455,0.2012919282981439,644208.7876448922,0.6891970013684405,0.07317073170731707,9756097.56097561,0.03026601550506036,1737799913.9640589,1.5995451504786671e-09
T048_R30_max_L25,T048_R30_max,"Steinmann T048 (R=30km, max)",triple,30,3,50000000.0,0.25,25%,320439472.31530786,320439472.31530786,640878944.6306157,1785904245.6413412,0.20787346907444598,644208.8008079736,0.72156526423262,0.07317073170731707,1905487.8048780488,0.005911331153332102,1756921318.4380383,1.5603570796291557e-09
T048_R30_max_L50,T048_R30_max,"Steinmann T048 (R=30km, max)",triple,30,3,100000000.0,0.5,50%,318533984.5104298,318533984.5104298,637067969.0208596,1780210288.7884495,0.20670724738211502,644208.7984755302,0.72156526423262,0.07317073170731707,3810975.6097560977,0.011822662306664204,1751480737.2678025,1.56969122143632e-09
T048_R30_max_L75,T048_R30_max,"Steinmann T048 (R=30km, max)",triple,30,3,150000000.0,0.75,75%,316628496.70555174,316628496.70555174,633256993.4111035,1774532423.2699308,0.20554102568978408,644208.796143087,0.7215652642326319,0.07317073170731707,5716463.414634147,0.017733993459996305,1746056046.1537986,1.5791377100065806e-09
T048_R30_max_L100,T048_R30_max,"Steinmann T048 (R=30km, max)",triple,30,3,200000000.0,1.0,100%,314723008.9006737,314723008.9006737,629446017.8013474,1768870804.0396178,0.20437480399745311,644208.7938106435,0.72156526423262,0.07317073170731707,7621951.219512195,0.023645324613328408,1740647393.6591153,1.5886985859475254e-09
T049_R30_max_L25,T049_R30_max,"Steinmann T049 (R=30km, max)",triple,30,3,50000000.0,0.25,25%,321430325.9738444,321430325.9738444,642860651.9476888,1789531141.3071823,0.2081490129885793,644208.8013590616,0.5997398879830067,0.07317073170731707,914634.1463414634,0.002837438953599409,1760427292.2368975,1.555547062049499e-09
T049_R30_max_L50,T049_R30_max,"Steinmann T049 (R=30km, max)",triple,30,3,100000000.0,0.5,50%,320515691.82750297,320515691.82750297,641031383.6550059,1787452111.011436,0.2072583352103817,644208.799577706,0.5997398879830067,0.07317073170731707,1829268.2926829269,0.005674877907198818,1758480804.6866975,1.5599860224288175e-09
T049_R30_max_L75,T049_R30_max,"Steinmann T049 (R=30km, max)",triple,30,3,150000000.0,0.75,75%,319601057.6811615,319601057.6811615,639202115.362323,1785377063.3857565,0.20636765743218408,644208.7977963504,0.5997398879830137,0.07317073170731707,2743902.43902439,0.008512316860798227,1756538192.6940932,1.564450389637264e-09
T049_R30_max_L100,T049_R30_max,"Steinmann T049 (R=30km, max)",triple,30,3,200000000.0,1.0,100%,318686423.53482,318686423.53482,637372847.06964,1783306012.332801,0.20547697965398648,644208.7960149947,0.5997398879830067,0.07317073170731707,3658536.5853658537,0.011349755814397636,1754599469.1316023,1.5689403824286205e-09
T050_R30_max_L25,T050_R30_max,"Steinmann T050 (R=30km, max)",triple,30,3,50000000.0,0.25,25%,319601057.6811615,319601057.6811615,639202115.362323,1785377063.3857565,0.20636765743218408,644208.7977963504,0.5997398879830137,0.07317073170731707,2743902.43902439,0.008512316860798227,1756538192.6940932,1.564450389637264e-09
T050_R30_max_L50,T050_R30_max,"Steinmann T050 (R=30km, max)",triple,30,3,100000000.0,0.5,50%,316857155.24213713,316857155.24213713,633714310.4842743,1779175955.7446892,0.2036956240975912,644208.7924522838,0.5997398879830137,0.07317073170731707,5487804.87804878,0.017024633721596454,1750733738.9425862,1.5779981324042028e-09
T050_R30_max_L75,T050_R30_max,"Steinmann T050 (R=30km, max)",triple,30,3,150000000.0,0.75,75%,314113252.80311275,314113252.80311275,628226505.6062255,1773011194.8938832,0.20102359076299836,644208.787108217,0.5997398879830202,0.07317073170731707,8231707.317073171,0.02553695058239468,1744964630.4817996,1.5917825648620767e-09
T050_R30_max_L100,T050_R30_max,"Steinmann T050 (R=30km, max)",triple,30,3,200000000.0,1.0,100%,311369350.36408836,311369350.36408836,622738700.7281767,1766883161.281744,0.1983515574284055,644208.7817641504,0.5997398879830137,0.07317073170731707,10975609.75609756,0.03404926744319291,1739231219.037542,1.6058099444034499e-09
T051_R30_max_L25,T051_R30_max,"Steinmann T051 (R=30km, max)",triple,30,3,50000000.0,0.25,25%,320515691.82750297,320515691.82750297,641031383.6550059,1787452111.011436,0.2072583352103817,644208.799577706,0.5997398879830067,0.07317073170731707,1829268.2926829269,0.005674877907198818,1758480804.6866975,1.5599860224288175e-09
T051_R30_max_L50,T051_R30_max,"Steinmann T051 (R=30km, max)",triple,30,3,100000000.0,0.5,50%,318686423.53482,318686423.53482,637372847.06964,1783306012.332801,0.20547697965398648,644208.7960149947,0.5997398879830067,0.07317073170731707,3658536.5853658537,0.011349755814397636,1754599469.1316023,1.5689403824286205e-09
T051_R30_max_L75,T051_R30_max,"Steinmann T051 (R=30km, max)",triple,30,3,150000000.0,0.75,75%,316857155.24213713,316857155.24213713,633714310.4842743,1779175955.7446892,0.2036956240975912,644208.7924522838,0.5997398879830137,0.07317073170731707,5487804.87804878,0.017024633721596454,1750733738.9425862,1.5779981324042028e-09
T051_R30_max_L100,T051_R30_max,"Steinmann T051 (R=30km, max)",triple,30,3,200000000.0,1.0,100%,315027886.9494542,315027886.9494542,630055773.8989084,1775062053.2230344,0.20191426854119593,644208.7888895726,0.5997398879830067,0.07317073170731707,7317073.1707317075,0.02269951162879527,1746883717.7203686,1.5871610734152047e-09
T052_R30_max_L25,T052_R30_max,"Steinmann T052 (R=30km, max)",triple,30,3,50000000.0,0.25,25%,321315996.70555174,321315996.70555174,642631993.4111035,1788987009.258171,0.208131199884883,644208.8013234354,0.6489922857641184,0.07317073170731707,1028963.4146341464,0.003192118822799335,1759895039.3576355,1.5561005500766923e-09
T052_R30_max_L50,T052_R30_max,"Steinmann T052 (R=30km, max)",triple,30,3,100000000.0,0.5,50%,320287033.29091763,320287033.29091763,640574066.5818353,1786364814.6520846,0.20722270900298906,644208.7995064537,0.6489922857641184,0.07317073170731707,2057926.8292682928,0.00638423764559867,1757417271.8317864,1.561099723838332e-09
T052_R30_max_L75,T052_R30_max,"Steinmann T052 (R=30km, max)",triple,30,3,150000000.0,0.75,75%,319258069.87628347,319258069.87628347,638516139.7525669,1783747578.3608618,0.20631421812109507,644208.7976894717,0.6489922857641163,0.07317073170731707,3086890.2439024393,0.009576356468398004,1754944360.4077902,1.5661311221066103e-09
T052_R30_max_L100,T052_R30_max,"Steinmann T052 (R=30km, max)",triple,30,3,200000000.0,1.0,100%,318229106.4616493,318229106.4616493,636458212.9232986,1781135322.242047,0.20540572723920109,644208.7958724899,0.6489922857641184,0.07317073170731707,4115853.6585365855,0.01276847529119734,1752476325.6429172,1.5711950574661181e-09
T053_R30_max_L25,T053_R30_max,"Steinmann T053 (R=30km, max)",triple,30,3,50000000.0,0.25,25%,318686423.53482,318686423.53482,637372847.06964,1783306012.332801,0.20547697965398648,644208.7960149947,0.5997398879830067,0.07317073170731707,3658536.5853658537,0.011349755814397636,1754599469.1316023,1.5689403824286205e-09
T053_R30_max_L50,T053_R30_max,"Steinmann T053 (R=30km, max)",triple,30,3,100000000.0,0.5,50%,315027886.9494542,315027886.9494542,630055773.8989084,1775062053.2230344,0.20191426854119593,644208.7888895726,0.5997398879830067,0.07317073170731707,7317073.1707317075,0.02269951162879527,1746883717.7203686,1.5871610734152047e-09
T053_R30_max_L75,T053_R30_max,"Steinmann T053 (R=30km, max)",triple,30,3,150000000.0,0.75,75%,311369350.36408836,311369350.36408836,622738700.7281767,1766883161.281744,0.1983515574284055,644208.7817641504,0.5997398879830137,0.07317073170731707,10975609.75609756,0.03404926744319291,1739231219.037542,1.6058099444034499e-09
T053_R30_max_L100,T053_R30_max,"Steinmann T053 (R=30km, max)",triple,30,3,200000000.0,1.0,100%,307710813.77872247,307710813.77872247,615421627.5574449,1758770244.2639008,0.19478884631561497,644208.7746387282,0.5997398879830067,0.07317073170731707,14634146.341463415,0.04539902325759054,1731642811.6651938,1.6249022679687273e-09
T054_R30_max_L25,T054_R30_max,"Steinmann T054 (R=30km, max)",triple,30,3,50000000.0,0.25,25%,320515691.82750297,320515691.82750297,641031383.6550059,1787452111.011436,0.2072583352103817,644208.799577706,0.5997398879830067,0.07317073170731707,1829268.2926829269,0.005674877907198818,1758480804.6866975,1.5599860224288175e-09
T054_R30_max_L50,T054_R30_max,"Steinmann T054 (R=30km, max)",triple,30,3,100000000.0,0.5,50%,318686423.53482,318686423.53482,637372847.06964,1783306012.332801,0.20547697965398648,644208.7960149947,0.5997398879830067,0.07317073170731707,3658536.5853658537,0.011349755814397636,1754599469.1316023,1.5689403824286205e-09
T054_R30_max_L75,T054_R30_max,"Steinmann T054 (R=30km, max)",triple,30,3,150000000.0,0.75,75%,316857155.24213713,316857155.24213713,633714310.4842743,1779175955.7446892,0.2036956240975912,644208.7924522838,0.5997398879830137,0.07317073170731707,5487804.87804878,0.017024633721596454,1750733738.9425862,1.5779981324042028e-09
T054_R30_max_L100,T054_R30_max,"Steinmann T054 (R=30km, max)",triple,30,3,200000000.0,1.0,100%,315027886.9494542,315027886.9494542,630055773.8989084,1775062053.2230344,0.20191426854119593,644208.7888895726,0.5997398879830067,0.07317073170731707,7317073.1707317075,0.02269951162879527,1746883717.7203686,1.5871610734152047e-09
T055_R30_max_L25,T055_R30_max,"Steinmann T055 (R=30km, max)",triple,30,3,50000000.0,0.25,25%,321620874.75433224,321620874.75433224,643241749.5086645,1788711063.7145429,0.20886629260231762,644208.8027936207,0.6822590657998175,0.039634146341463415,724085.3658536585,0.0022463058382661987,1759558831.746489,1.5546254564620802e-09
T055_R30_max_L50,T055_R30_max,"Steinmann T055 (R=30km, max)",triple,30,3,100000000.0,0.5,50%,320896789.3884786,320896789.3884786,641793578.7769572,1785813137.5715709,0.20869289443785827,644208.8024468245,0.6822590657998175,0.039634146341463415,1448170.731707317,0.0044926116765323975,1756745232.776621,1.5581333804360125e-09
T055_R30_max_L75,T055_R30_max,"Steinmann T055 (R=30km, max)",triple,30,3,150000000.0,0.75,75%,320172704.0226249,320172704.0226249,640345408.0452498,1782920387.0941672,0.2085194962733989,644208.802100028,0.6822590657998102,0.039634146341463415,2172256.0975609757,0.006738917514798596,1753936870.675469,1.5616571710742683e-09
T055_R30_max_L100,T055_R30_max,"Steinmann T055 (R=30km, max)",triple,30,3,200000000.0,1.0,100%,319448618.65677124,319448618.65677124,638897237.3135425,1780032837.5154216,0.20834609810893961,644208.8017532318,0.6822590657998175,0.039634146341463415,2896341.463414634,0.008985223353064795,1751133770.6387491,1.5651969362704372e-09
T056_R30_max_L25,T056_R30_max,"Steinmann T056 (R=30km, max)",triple,30,3,50000000.0,0.25,25%,321849533.29091763,321849533.29091763,643699066.5818353,1789798531.6930192,0.20890191880971026,644208.8028648732,0.7200211370483084,0.039634146341463415,495426.8292682927,0.0015369460998663465,1760622521.1472523,1.5535209702208667e-09
T056_R30_max_L50,T056_R30_max,"Steinmann T056 (R=30km, max)",triple,30,3,100000000.0,0.5,50%,321354106.4616493,321354106.4616493,642708212.9232986,1787984542.9032412,0.2087641468526436,644208.8025893293,0.7200211370483084,0.039634146341463415,990853.6585365854,0.003073892199732693,1758869029.7805429,1.5559160103084368e-09
T056_R30_max_L75,T056_R30_max,"Steinmann T056 (R=30km, max)",triple,30,3,150000000.0,0.75,75%,320858679.632381,320858679.632381,641717359.264762,1786172178.9743755,0.20862637489557695,644208.8023137854,0.7200211370483018,0.039634146341463415,1486280.487804878,0.004610838299599039,1757117173.283169,1.5583184465937097e-09
T056_R30_max_L100,T056_R30_max,"Steinmann T056 (R=30km, max)",triple,30,3,200000000.0,1.0,100%,320363252.80311275,320363252.80311275,640726505.6062255,1784361444.8575037,0.2084886029385103,644208.8020382414,0.7200211370483084,0.039634146341463415,1981707.3170731708,0.006147784399465386,1755366956.5499308,1.5607283133903105e-09
T057_R30_max_L25,T057_R30_max,"Steinmann T057 (R=30km, max)",triple,30,3,50000000.0,0.25,25%,320858679.632381,320858679.632381,641717359.264762,1786172178.9743755,0.20862637489557695,644208.8023137854,0.7200211370483018,0.039634146341463415,1486280.487804878,0.004610838299599039,1757117173.283169,1.5583184465937097e-09
T057_R30_max_L50,T057_R30_max,"Steinmann T057 (R=30km, max)",triple,30,3,100000000.0,0.5,50%,319372399.14457613,319372399.14457613,638744798.2891523,1780744885.942377,0.20821305902437692,644208.8014871536,0.7200211370483018,0.039634146341463415,2972560.975609756,0.009221676599198078,1751871462.029839,1.5655704768365742e-09
T057_R30_max_L75,T057_R30_max,"Steinmann T057 (R=30km, max)",triple,30,3,150000000.0,0.75,75%,317886118.65677124,317886118.65677124,635772237.3135425,1775332395.8386989,0.2077997431531769,644208.8006605218,0.7200211370483093,0.039634146341463415,4458841.463414635,0.013832514898797117,1746640641.7118857,1.572890320993903e-09
T057_R30_max_L100,T057_R30_max,"Steinmann T057 (R=30km, max)",triple,30,3,200000000.0,1.0,100%,316399838.1689664,316399838.1689664,632799676.3379328,1769934844.4661474,0.20738642728197693,644208.7998338902,0.7200211370483018,0.039634146341463415,5945121.951219512,0.018443353198396156,1741424846.5156507,1.5802789347282992e-09
T058_R30_max_L25,T058_R30_max,"Steinmann T058 (R=30km, max)",triple,30,3,50000000.0,0.25,25%,321354106.4616493,321354106.4616493,642708212.9232986,1787984542.9032412,0.2087641468526436,644208.8025893293,0.7200211370483084,0.039634146341463415,990853.6585365854,0.003073892199732693,1758869029.7805429,1.5559160103084368e-09
T058_R30_max_L50,T058_R30_max,"Steinmann T058 (R=30km, max)",triple,30,3,100000000.0,0.5,50%,320363252.80311275,320363252.80311275,640726505.6062255,1784361444.8575037,0.2084886029385103,644208.8020382414,0.7200211370483084,0.039634146341463415,1981707.3170731708,0.006147784399465386,1755366956.5499308,1.5607283133903105e-09
T058_R30_max_L75,T058_R30_max,"Steinmann T058 (R=30km, max)",triple,30,3,150000000.0,0.75,75%,319372399.14457613,319372399.14457613,638744798.2891523,1780744885.942377,0.20821305902437692,644208.8014871536,0.7200211370483018,0.039634146341463415,2972560.975609756,0.009221676599198078,1751871462.029839,1.5655704768365742e-09
T058_R30_max_L100,T058_R30_max,"Steinmann T058 (R=30km, max)",triple,30,3,200000000.0,1.0,100%,318381545.4860396,318381545.4860396,636763090.9720792,1777134906.0802412,0.20793751511024355,644208.8009360658,0.7200211370483084,0.039634146341463415,3963414.6341463416,0.012295568798930772,1748382585.6781886,1.570442779437738e-09
T059_R30_max_L25,T059_R30_max,"Steinmann T059 (R=30km, max)",triple,30,3,50000000.0,0.25,25%,322230630.8518932,322230630.8518932,644461261.7037864,1791069843.2683733,0.20902187766308064,644208.8031047909,0.44768672494731454,0.009146341463414634,114329.26829268293,0.0003546798691999261,1761845227.0293736,1.5516836431790779e-09
T059_R30_max_L50,T059_R30_max,"Steinmann T059 (R=30km, max)",triple,30,3,100000000.0,0.5,50%,322116301.5836005,322116301.5836005,644232603.167201,1790526178.8233378,0.20900406455938428,644208.8030691646,0.44768672494731454,0.009146341463414634,228658.53658536586,0.0007093597383998522,1761313454.5860386,1.5522343848037606e-09
T059_R30_max_L75,T059_R30_max,"Steinmann T059 (R=30km, max)",triple,30,3,150000000.0,0.75,75%,322001972.31530786,322001972.31530786,644003944.6306157,1789983147.6496418,0.20898625145568794,644208.8030335385,0.44768672494732065,0.009146341463414634,342987.8048780488,0.0010640396075997783,1760782325.756018,1.552785517518513e-09
T059_R30_max_L100,T059_R30_max,"Steinmann T059 (R=30km, max)",triple,30,3,200000000.0,1.0,100%,321887643.0470152,321887643.0470152,643775286.0940304,1789440750.3238106,0.20896843835199164,644208.8029979123,0.44768672494731454,0.009146341463414634,457317.0731707317,0.0014187194767997045,1760251841.1219113,1.5533370417400617e-09
T060_R30_max_L25,T060_R30_max,"Steinmann T060 (R=30km, max)",triple,30,3,50000000.0,0.25,25%,321887643.0470152,321887643.0470152,643775286.0940304,1789440750.3238106,0.20896843835199164,644208.8029979123,0.44768672494731454,0.009146341463414634,457317.0731707317,0.0014187194767997045,1760251841.1219113,1.5533370417400617e-09
T060_R30_max_L50,T060_R30_max,"Steinmann T060 (R=30km, max)",triple,30,3,100000000.0,0.5,50%,321430325.9738444,321430325.9738444,642860651.9476888,1787277511.0305076,0.20889718593720627,644208.8028554075,0.44768672494731454,0.009146341463414634,914634.1463414634,0.002837438953599409,1758136356.1964564,1.555547062049499e-09
T060_R30_max_L75,T060_R30_max,"Steinmann T060 (R=30km, max)",triple,30,3,150000000.0,0.75,75%,320973008.9006737,320973008.9006737,641946017.8013474,1785124459.4309628,0.20882593352242096,644208.8027129027,0.44768672494732065,0.009146341463414634,1371951.219512195,0.004256158430399113,1756031225.0116556,1.5577633799602295e-09
T060_R30_max_L100,T060_R30_max,"Steinmann T060 (R=30km, max)",triple,30,3,200000000.0,1.0,100%,320515691.82750297,320515691.82750297,641031383.6550059,1782981632.4318337,0.2087546811076356,644208.8025703978,0.44768672494731454,0.009146341463414634,1829268.2926829269,0.005674877907198818,1753936484.8481894,1.5599860224288175e-09
Q061_R30_max_L25,Q061_R30_max,"Steinmann Q061 (R=30km, max)",quadruple,30,4,50000000.0,0.25,25%,320820569.87628347,320820569.87628347,641641139.7525669,1787172996.4210594,0.20799342792781628,644208.8010478914,0.7185650005444101,0.07317073170731707,1524390.243902439,0.0047290649226656815,1758141484.9439404,1.5585035567188254e-09
Q061_R30_max_L50,Q061_R30_max,"Steinmann Q061 (R=30km, max)",quadruple,30,4,100000000.0,0.5,50%,319296179.632381,319296179.632381,638592359.264762,1782741631.3607676,0.20694716508885574,644208.7989553657,0.7185650005444101,0.07317073170731707,3048780.487804878,0.009458129845331363,1753914956.2789574,1.5659441957391997e-09
Q061_R30_max_L75,Q061_R30_max,"Steinmann Q061 (R=30km, max)",quadruple,30,4,150000000.0,0.75,75%,317771789.3884786,317771789.3884786,635543578.7769572,1778320118.3311918,0.20590090224989505,644208.7968628401,0.7185650005444055,0.07317073170731707,4573170.731707317,0.014187194767997043,1749698126.2864482,1.5734562220752007e-09
Q061_R30_max_L100,Q061_R30_max,"Steinmann Q061 (R=30km, max)",quadruple,30,4,200000000.0,1.0,100%,316247399.14457613,316247399.14457613,632494798.2891523,1773908531.0016603,0.20485463941093446,644208.7947703142,0.7185650005444101,0.07317073170731707,6097560.975609756,0.018916259690662726,1745491065.2577856,1.5810406680400837e-09
Q062_R30_max_L25,Q062_R30_max,"Steinmann Q062 (R=30km, max)",quadruple,30,4,50000000.0,0.25,25%,320515691.82750297,320515691.82750297,641031383.6550059,1786285938.7636461,0.2077841753600242,644208.8006293862,0.7185650005444028,0.07317073170731707,1829268.2926829269,0.005674877907198818,1757295406.6738632,1.5599860224288175e-09
Q062_R30_max_L50,Q062_R30_max,"Steinmann Q062 (R=30km, max)",quadruple,30,4,100000000.0,0.5,50%,318686423.53482,318686423.53482,637372847.06964,1780971839.7924683,0.20652865995327144,644208.7981183555,0.7185650005444028,0.07317073170731707,3658536.5853658537,0.011349755814397636,1752227056.5164647,1.5689403824286205e-09
Q062_R30_max_L75,Q062_R30_max,"Steinmann Q062 (R=30km, max)",quadruple,30,4,150000000.0,0.75,75%,316857155.24213713,316857155.24213713,633714310.4842743,1775671970.111017,0.20527314454651865,644208.7956073245,0.7185650005444049,0.07317073170731707,5487804.87804878,0.017024633721596454,1747172712.8735154,1.5779981324042028e-09
Q062_R30_max_L100,Q062_R30_max,"Steinmann Q062 (R=30km, max)",quadruple,30,4,200000000.0,1.0,100%,315027886.9494542,315027886.9494542,630055773.8989084,1770386457.510685,0.20401762913976593,644208.7930962938,0.7185650005444028,0.07317073170731707,7317073.1707317075,0.02269951162879527,1742132497.6537788,1.5871610734152047e-09
Q063_R30_max_L25,Q063_R30_max,"Steinmann Q063 (R=30km, max)",quadruple,30,4,50000000.0,0.25,25%,320820569.87628347,320820569.87628347,641641139.7525669,1787172996.4210594,0.20799342792781628,644208.8010478914,0.7185650005444101,0.07317073170731707,1524390.243902439,0.0047290649226656815,1758141484.9439404,1.5585035567188254e-09
Q063_R30_max_L50,Q063_R30_max,"Steinmann Q063 (R=30km, max)",quadruple,30,4,100000000.0,0.5,50%,319296179.632381,319296179.632381,638592359.264762,1782741631.3607676,0.20694716508885574,644208.7989553657,0.7185650005444101,0.07317073170731707,3048780.487804878,0.009458129845331363,1753914956.2789574,1.5659441957391997e-09
Q063_R30_max_L75,Q063_R30_max,"Steinmann Q063 (R=30km, max)",quadruple,30,4,150000000.0,0.75,75%,317771789.3884786,317771789.3884786,635543578.7769572,1778320118.3311918,0.20590090224989505,644208.7968628401,0.7185650005444055,0.07317073170731707,4573170.731707317,0.014187194767997043,1749698126.2864482,1.5734562220752007e-09
Q063_R30_max_L100,Q063_R30_max,"Steinmann Q063 (R=30km, max)",quadruple,30,4,200000000.0,1.0,100%,316247399.14457613,316247399.14457613,632494798.2891523,1773908531.0016603,0.20485463941093446,644208.7947703142,0.7185650005444101,0.07317073170731707,6097560.975609756,0.018916259690662726,1745491065.2577856,1.5810406680400837e-09
Q064_R30_max_L25,Q064_R30_max,"Steinmann Q064 (R=30km, max)",quadruple,30,4,50000000.0,0.25,25%,320515691.82750297,320515691.82750297,641031383.6550059,1786285938.7636461,0.2077841753600242,644208.8006293862,0.7185650005444028,0.07317073170731707,1829268.2926829269,0.005674877907198818,1757295406.6738632,1.5599860224288175e-09
Q064_R30_max_L50,Q064_R30_max,"Steinmann Q064 (R=30km, max)",quadruple,30,4,100000000.0,0.5,50%,318686423.53482,318686423.53482,637372847.06964,1780971839.7924683,0.20652865995327144,644208.7981183555,0.7185650005444028,0.07317073170731707,3658536.5853658537,0.011349755814397636,1752227056.5164647,1.5689403824286205e-09
Q064_R30_max_L75,Q064_R30_max,"Steinmann Q064 (R=30km, max)",quadruple,30,4,150000000.0,0.75,75%,316857155.24213713,316857155.24213713,633714310.4842743,1775671970.111017,0.20527314454651865,644208.7956073245,0.7185650005444049,0.07317073170731707,5487804.87804878,0.017024633721596454,1747172712.8735154,1.5779981324042028e-09
